               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.036752,            0.025348,           0.0080958,             0.83428,             0.84687,             0.90085,             0.63152,            0.029137,             0.01054,            0.013534,            0.005644,            0.005644,            0.005644
                  46,            0.032952,            0.020199,           0.0077656,              0.8799,             0.90177,             0.90905,             0.66391,            0.026222,            0.010619,            0.012863,            0.005545,            0.005545,            0.005545
                  47,            0.035343,            0.022212,           0.0075659,             0.87858,              0.8897,             0.89703,             0.53218,            0.038168,            0.011322,            0.012861,            0.005446,            0.005446,            0.005446
                  48,            0.031755,            0.023796,           0.0069412,              0.7499,             0.91252,             0.88302,             0.54304,            0.033574,            0.010751,            0.012749,            0.005347,            0.005347,            0.005347
                  49,            0.032297,            0.023018,           0.0068023,             0.85883,              0.8947,             0.90408,             0.65582,            0.028375,            0.010307,            0.013342,            0.005248,            0.005248,            0.005248
                  50,            0.032608,            0.024299,           0.0081069,             0.85374,             0.91513,              0.9103,             0.65897,             0.02767,            0.010356,            0.012753,            0.005149,            0.005149,            0.005149
                  51,            0.029459,            0.021562,           0.0064327,             0.91033,             0.91252,             0.91451,              0.5739,            0.034439,            0.010852,            0.012218,             0.00505,             0.00505,             0.00505
                  52,            0.031399,            0.023667,           0.0063016,             0.86977,              0.8948,             0.91634,             0.59684,            0.032845,            0.010983,            0.012888,            0.004951,            0.004951,            0.004951
                  53,            0.031527,             0.02458,           0.0062071,             0.88346,             0.88908,             0.91051,             0.58609,             0.03303,            0.010733,            0.012389,            0.004852,            0.004852,            0.004852
                  54,            0.032427,            0.022282,            0.006709,             0.89442,             0.88631,             0.93179,             0.65918,            0.025407,             0.01027,            0.013026,            0.004753,            0.004753,            0.004753
                  55,            0.030224,             0.02003,            0.006796,             0.89719,             0.89066,             0.93098,             0.49767,            0.037149,            0.010903,            0.013094,            0.004654,            0.004654,            0.004654
                  56,            0.030239,            0.019969,           0.0054927,             0.85314,             0.92291,             0.93111,             0.69011,            0.028633,            0.010175,            0.013605,            0.004555,            0.004555,            0.004555
                  57,            0.031429,            0.022148,           0.0059405,             0.87476,             0.86906,             0.92159,             0.56401,            0.031715,             0.01061,            0.013573,            0.004456,            0.004456,            0.004456
                  58,            0.029792,            0.022328,            0.005284,             0.90801,             0.90162,             0.93791,             0.69438,            0.031534,            0.010221,            0.012602,            0.004357,            0.004357,            0.004357
                  59,            0.029062,            0.021894,           0.0051669,             0.92523,             0.92182,             0.93855,              0.5753,            0.032982,            0.010428,            0.011888,            0.004258,            0.004258,            0.004258
                  60,            0.027422,            0.020833,           0.0061143,              0.8969,             0.92291,             0.94318,              0.5771,            0.033196,            0.010517,            0.011151,            0.004159,            0.004159,            0.004159
                  61,            0.029347,            0.022152,           0.0063819,             0.94162,             0.92469,             0.95773,             0.68044,            0.031773,             0.01013,            0.010139,             0.00406,             0.00406,             0.00406
                  62,            0.027435,            0.021503,           0.0055164,             0.93085,             0.93546,             0.95883,             0.77219,            0.025342,           0.0098619,            0.009684,            0.003961,            0.003961,            0.003961
                  63,            0.029307,            0.020535,            0.006261,             0.94022,             0.93599,             0.95862,             0.58091,            0.031241,            0.011013,           0.0096405,            0.003862,            0.003862,            0.003862
                  64,            0.027398,            0.022862,           0.0060031,             0.93319,             0.92937,             0.95725,             0.75348,            0.025762,            0.010389,           0.0099289,            0.003763,            0.003763,            0.003763
                  65,            0.029509,             0.02084,            0.005157,             0.89068,             0.93016,             0.94785,             0.74611,            0.025778,            0.010264,            0.011481,            0.003664,            0.003664,            0.003664
                  66,            0.026988,            0.022812,           0.0049532,             0.91529,             0.92444,             0.94368,             0.74274,            0.022901,             0.00981,            0.011185,            0.003565,            0.003565,            0.003565
                  67,            0.026434,            0.019665,           0.0045889,             0.89006,             0.92122,              0.9481,             0.60021,            0.031591,            0.010559,            0.010881,            0.003466,            0.003466,            0.003466
                  68,            0.025682,            0.020749,            0.004267,             0.91081,             0.88358,             0.93428,              0.7305,             0.02753,            0.010046,            0.012378,            0.003367,            0.003367,            0.003367
                  69,            0.027624,            0.020334,           0.0051508,             0.85372,             0.94514,             0.94943,             0.62138,            0.030242,            0.010803,            0.011959,            0.003268,            0.003268,            0.003268
                  70,            0.025166,            0.019774,            0.004784,             0.92248,              0.8903,             0.94155,             0.61341,            0.031127,            0.010888,            0.012637,            0.003169,            0.003169,            0.003169
                  71,            0.025901,            0.021854,           0.0045543,             0.90086,             0.89431,             0.94004,             0.71979,            0.025275,             0.01073,            0.012964,             0.00307,             0.00307,             0.00307
                  72,             0.02437,             0.02048,           0.0036379,             0.90218,               0.895,             0.93301,             0.68013,            0.028112,            0.010613,            0.013726,            0.002971,            0.002971,            0.002971
                  73,            0.026306,            0.020666,           0.0049537,             0.90093,             0.90793,             0.93765,             0.71675,            0.026426,            0.010284,             0.01249,            0.002872,            0.002872,            0.002872
                  74,            0.024183,            0.020223,           0.0038475,             0.88352,              0.9202,             0.94981,             0.73725,            0.023297,            0.010008,            0.011893,            0.002773,            0.002773,            0.002773
                  75,             0.02584,            0.020776,           0.0046926,             0.91406,             0.90945,              0.9508,             0.63424,             0.02945,             0.01058,            0.012087,            0.002674,            0.002674,            0.002674
                  76,            0.024353,            0.020096,           0.0043141,             0.89535,             0.91991,             0.95425,             0.75168,            0.022355,           0.0097711,             0.01273,            0.002575,            0.002575,            0.002575
                  77,             0.02423,            0.020399,           0.0043868,              0.9192,             0.91216,             0.95342,             0.66025,             0.02475,            0.010231,             0.01222,            0.002476,            0.002476,            0.002476
                  78,            0.023583,            0.020327,           0.0036232,             0.92271,             0.92231,             0.95507,             0.71167,            0.024264,           0.0099726,            0.011808,            0.002377,            0.002377,            0.002377
                  79,              0.0239,            0.020305,           0.0039199,              0.9235,             0.92875,             0.95494,             0.63589,            0.031429,            0.010754,            0.011581,            0.002278,            0.002278,            0.002278
                  80,            0.023961,            0.021335,           0.0036075,             0.92607,             0.92663,             0.95467,             0.73563,            0.022757,           0.0099106,            0.011414,            0.002179,            0.002179,            0.002179
                  81,            0.023672,            0.021169,           0.0047298,             0.93823,             0.92327,             0.95628,             0.59693,            0.032887,            0.011104,            0.011346,             0.00208,             0.00208,             0.00208
                  82,            0.024028,            0.021884,           0.0038405,             0.93747,             0.91216,             0.95464,              0.6735,            0.026925,            0.010077,            0.011602,            0.001981,            0.001981,            0.001981
                  83,            0.022368,            0.019416,           0.0045757,             0.93277,             0.91908,             0.95394,             0.74672,             0.02335,             0.00967,            0.011815,            0.001882,            0.001882,            0.001882
                  84,            0.021541,            0.019559,           0.0043415,             0.93128,             0.91216,             0.95046,             0.67263,            0.026819,            0.010183,            0.011961,            0.001783,            0.001783,            0.001783
                  85,            0.022237,            0.020498,           0.0031612,             0.93636,             0.92291,               0.948,             0.68477,            0.024852,             0.01019,            0.012147,            0.001684,            0.001684,            0.001684
                  86,            0.021863,            0.018636,           0.0033652,             0.92883,             0.91434,             0.94482,             0.70511,            0.024096,           0.0098696,            0.012655,            0.001585,            0.001585,            0.001585
                  87,             0.02213,            0.020348,           0.0038108,             0.93054,              0.9138,             0.94574,             0.70191,            0.025475,            0.010115,            0.012547,            0.001486,            0.001486,            0.001486
                  88,             0.02058,            0.018554,           0.0033633,             0.92593,              0.9323,             0.95037,             0.70228,            0.024182,           0.0099831,            0.011964,            0.001387,            0.001387,            0.001387
                  89,            0.020857,            0.020445,              0.0033,             0.93248,             0.93403,              0.9543,             0.68668,            0.024589,            0.010004,            0.011552,            0.001288,            0.001288,            0.001288
                  90,            0.020423,            0.020065,           0.0028547,              0.9384,             0.92327,              0.9527,             0.68043,            0.025322,            0.010314,            0.011277,            0.001189,            0.001189,            0.001189
                  91,            0.020887,            0.019529,           0.0034993,             0.92957,             0.92327,              0.9513,             0.70462,             0.02502,            0.010015,            0.011256,             0.00109,             0.00109,             0.00109
                  92,            0.020261,            0.020217,           0.0026364,             0.92716,             0.92327,             0.95117,             0.70675,            0.023511,           0.0098901,            0.011343,            0.000991,            0.000991,            0.000991
                  93,            0.020001,            0.019637,           0.0033864,             0.93383,             0.92327,             0.95075,              0.6972,            0.024773,           0.0099657,             0.01146,            0.000892,            0.000892,            0.000892
                  94,            0.020183,            0.017776,           0.0041186,             0.93406,             0.92327,             0.94907,             0.67594,            0.025096,            0.010246,             0.01165,            0.000793,            0.000793,            0.000793
                  95,            0.021131,            0.020762,            0.003831,             0.92835,             0.92327,             0.94921,             0.65188,             0.02687,            0.010526,            0.011762,            0.000694,            0.000694,            0.000694
                  96,            0.019903,            0.019074,           0.0031359,             0.91521,             0.91516,             0.94469,             0.65194,            0.026872,            0.010551,            0.011849,            0.000595,            0.000595,            0.000595
                  97,            0.020258,            0.018475,           0.0033473,             0.92844,             0.92508,             0.94499,             0.66567,             0.02618,             0.01046,            0.011954,            0.000496,            0.000496,            0.000496
                  98,              0.0201,            0.020359,           0.0030506,             0.92764,             0.93225,             0.94798,             0.70209,            0.025108,            0.010252,            0.011646,            0.000397,            0.000397,            0.000397
                  99,            0.019071,             0.01832,           0.0032841,             0.92849,             0.93403,             0.94739,             0.68601,            0.026028,             0.01039,            0.011572,            0.000298,            0.000298,            0.000298
